id,s41,s42,s43,trust_pomp,trust_bin,trust_c5,trust_c7,cohort,female,edu_years,hukou,party,region,subj_class,econ_subj,fairness,social_trust,si_med,si_pen,si_any,empstat,statsec,contract,lninc,internet,know_lawyer,know_police,voted,year,wt
2.0,4,7,18,,,,,2.0,0.0,15.0,2.0,0.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,,,11.156265258789062,5.0,,,0.0,2017.0,0.927544355392456
3.0,4,7,18,,,,,5.0,1.0,16.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,10.819798469543457,5.0,,,0.0,2017.0,1.3349579572677612
4.0,4,7,14,,,,,1.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,,9.210440635681152,1.0,,,0.0,2017.0,0.19139741361141205
5.0,4,7,20,,,,,2.0,0.0,12.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.002116203308105,4.0,,,1.0,2017.0,0.6957347989082336
8.0,4,7,19,0.699999988079071,1.0,1.0,1.0,6.0,1.0,16.0,2.0,0.0,1.0,5.0,4.0,3.0,4.0,1.0,0.0,1.0,4.0,,,7.601402282714844,5.0,1.0,1.0,0.0,2017.0,1.3349579572677612
9.0,4,7,19,,,,,5.0,1.0,16.0,2.0,0.0,1.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,,,0.0,5.0,,,0.0,2017.0,1.8027513027191162
10.0,4,7,19,,,,,5.0,1.0,16.0,2.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,11.918396949768066,5.0,0.0,0.0,0.0,2017.0,0.9013756513595581
11.0,4,7,16,,,,,5.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,,,10.596659660339355,4.0,,,0.0,2017.0,1.295120120048523
12.0,4,7,14,,,,,4.0,0.0,15.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,11.512935638427734,5.0,,,0.0,2017.0,1.4616329669952393
15.0,4,7,21,,,,,4.0,0.0,16.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,11.695255279541016,5.0,,,0.0,2017.0,0.4872110188007355
16.0,4,7,14,,,,,3.0,1.0,12.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,,,9.90353775024414,4.0,0.0,0.0,0.0,2017.0,1.0785585641860962
18.0,4,7,21,,,,,1.0,0.0,9.0,2.0,0.0,1.0,4.0,3.0,4.0,,1.0,1.0,1.0,4.0,,,,3.0,,,0.0,2017.0,0.19139741361141205
23.0,4,7,18,1.0,1.0,1.0,1.0,6.0,1.0,16.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.512935638427734,4.0,1.0,0.0,0.0,2017.0,0.6674789786338806
25.0,4,7,19,,,,,4.0,0.0,12.0,1.0,0.0,1.0,10.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,,11.512935638427734,5.0,,,0.0,2017.0,1.295120120048523
26.0,4,7,20,0.6000000238418579,1.0,1.0,0.0,3.0,0.0,12.0,2.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,10.308985710144043,4.0,0.0,0.0,1.0,2017.0,1.0436021089553833
27.0,4,7,14,0.8999999761581421,1.0,1.0,1.0,5.0,0.0,16.0,2.0,0.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.407575607299805,5.0,1.0,1.0,0.0,2017.0,0.4872110188007355
28.0,4,7,14,,,,,3.0,1.0,15.0,2.0,0.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,10.819798469543457,4.0,,,1.0,2017.0,0.4292076826095581
29.0,4,7,21,,,,,5.0,1.0,16.0,2.0,0.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,,1.0,12.206077575683594,5.0,,,0.0,2017.0,2.6699159145355225
30.0,4,7,21,,,,,2.0,0.0,15.0,2.0,0.0,1.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,,12.206077575683594,4.0,1.0,1.0,1.0,2017.0,0.927544355392456
31.0,4,7,18,0.800000011920929,1.0,1.0,1.0,6.0,0.0,12.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.512935638427734,5.0,0.0,0.0,0.0,2017.0,1.4484584331512451
32.0,4,7,135,,,,,5.0,0.0,12.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,10.71444034576416,5.0,,,1.0,2017.0,0.4317067265510559
33.0,4,7,14,,,,,2.0,1.0,12.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,10.491301536560059,1.0,,,1.0,2017.0,0.808918833732605
34.0,4,7,18,,,,,4.0,0.0,9.0,1.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,,,2.0,,0.0,,3.0,,,1.0,2017.0,0.4317067265510559
35.0,4,7,16,,,,,5.0,1.0,15.0,1.0,0.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,11.512935638427734,5.0,,,0.0,2017.0,0.9013756513595581
36.0,4,7,22,,,,,5.0,1.0,15.0,1.0,0.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,11.289793968200684,4.0,,,0.0,2017.0,2.6699159145355225
37.0,4,7,16,,,,,6.0,0.0,16.0,2.0,0.0,1.0,6.0,,2.0,3.0,1.0,0.0,1.0,4.0,,,6.908754825592041,5.0,,,0.0,2017.0,5.47061824798584
39.0,4,7,15,,,,,5.0,1.0,9.0,1.0,0.0,1.0,3.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,,5.0,,,0.0,2017.0,0.5809220671653748
40.0,4,7,21,0.30000001192092896,0.0,0.0,0.0,2.0,0.0,16.0,2.0,0.0,1.0,3.0,,4.0,5.0,1.0,1.0,1.0,3.0,,,11.512935638427734,5.0,1.0,1.0,0.0,2017.0,0.38432714343070984
41.0,4,7,16,0.800000011920929,1.0,1.0,1.0,3.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,,1.0,10.596659660339355,2.0,0.0,1.0,1.0,2017.0,0.5392792820930481
42.0,4,7,19,0.800000011920929,1.0,1.0,1.0,3.0,1.0,15.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,,,10.491301536560059,4.0,0.0,1.0,0.0,2017.0,1.7168307304382324
44.0,4,7,22,,,,,3.0,0.0,9.0,1.0,0.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,10.915106773376465,5.0,,,0.0,2017.0,0.6957347989082336
45.0,4,7,21,,,,,2.0,0.0,9.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,,,10.778977394104004,3.0,,,1.0,2017.0,0.3827948272228241
46.0,4,7,15,0.20000000298023224,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,3.0,0.0,,10.596659660339355,3.0,0.0,0.0,0.0,2017.0,0.3827948272228241
47.0,4,7,17,0.5,0.0,1.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,,,10.596659660339355,4.0,0.0,1.0,1.0,2017.0,0.3827948272228241
48.0,4,7,19,,,,,6.0,0.0,16.0,1.0,0.0,1.0,5.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,8.987321853637695,5.0,,,1.0,2017.0,2.73530912399292
50.0,4,7,20,1.0,1.0,1.0,1.0,6.0,0.0,16.0,,0.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,2017.0,1.8235396146774292
51.0,4,7,20,1.0,1.0,1.0,1.0,4.0,1.0,9.0,2.0,0.0,1.0,6.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,,,5.0,0.0,0.0,1.0,2017.0,2.9046103954315186
52.0,4,7,17,1.0,1.0,1.0,1.0,4.0,1.0,16.0,1.0,1.0,1.0,6.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,11.156265258789062,5.0,0.0,1.0,1.0,2017.0,2.25343918800354
53.0,4,7,22,,,,,6.0,0.0,16.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,,,11.002116203308105,4.0,,,0.0,2017.0,1.8235396146774292
54.0,4,7,14,,,,,6.0,0.0,12.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,,10.596659660339355,5.0,,,0.0,2017.0,0.7242292165756226
55.0,4,7,16,,,,,1.0,1.0,6.0,1.0,0.0,1.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,,,11.18443489074707,1.0,,,1.0,2017.0,0.2110988348722458
57.0,4,7,14,,,,,1.0,0.0,12.0,2.0,0.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,1.0,4.0,,,10.778977394104004,1.0,,,0.0,2017.0,0.3827948272228241
58.0,4,7,135,,,,,2.0,0.0,9.0,2.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,,10.596659660339355,1.0,,,1.0,2017.0,0.3827948272228241
60.0,4,7,19,,,,,3.0,1.0,15.0,2.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,,,10.308985710144043,4.0,,,0.0,2017.0,1.2876229286193848
61.0,4,7,18,0.6000000238418579,1.0,1.0,0.0,5.0,1.0,19.0,2.0,0.0,1.0,7.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.512935638427734,5.0,1.0,1.0,0.0,2017.0,0.9013756513595581
63.0,4,7,22,,,,,4.0,1.0,12.0,1.0,0.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,0.0,,12.100717544555664,5.0,,,1.0,2017.0,1.0785585641860962
66.0,4,7,21,1.0,1.0,1.0,1.0,3.0,1.0,12.0,1.0,0.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,10.819798469543457,1.0,0.0,0.0,1.0,2017.0,0.5392792820930481
68.0,4,7,16,,,,,3.0,1.0,9.0,1.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,9.90353775024414,1.0,,,1.0,2017.0,0.26963964104652405
69.0,4,7,22,,,,,2.0,1.0,6.0,1.0,0.0,1.0,6.0,2.0,4.0,4.0,1.0,0.0,1.0,4.0,,,10.225606918334961,1.0,,,1.0,2017.0,0.2110988348722458
70.0,4,7,21,,,,,5.0,0.0,16.0,2.0,0.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,11.512935638427734,5.0,,,0.0,2017.0,0.974422037601471
71.0,4,7,20,0.5,0.0,1.0,0.0,2.0,1.0,6.0,2.0,0.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,,,10.596659660339355,1.0,0.0,0.0,1.0,2017.0,0.8443953394889832
73.0,4,7,20,,,,,2.0,0.0,15.0,2.0,0.0,1.0,6.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,12.100717544555664,2.0,,,0.0,2017.0,0.7686542868614197
74.0,4,7,19,0.10000000149011612,0.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,,,10.71444034576416,1.0,0.0,0.0,0.0,2017.0,0.4221976697444916
75.0,4,7,19,,,,,5.0,1.0,16.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,12.206077575683594,5.0,,,1.0,2017.0,0.6674789786338806
78.0,4,7,17,,,,,4.0,0.0,19.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.407575607299805,4.0,,,0.0,2017.0,1.1529812812805176
80.0,4,7,20,,,,,6.0,0.0,16.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.918396949768066,5.0,,,0.0,2017.0,1.8235396146774292
81.0,4,7,15,1.0,1.0,1.0,1.0,5.0,0.0,19.0,2.0,0.0,1.0,8.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.918396949768066,5.0,0.0,0.0,0.0,2017.0,1.4616329669952393
82.0,4,7,21,,,,,1.0,0.0,12.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,,,10.819798469543457,5.0,,,1.0,2017.0,0.3827948272228241
84.0,4,7,15,1.0,1.0,1.0,1.0,1.0,0.0,9.0,2.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0,4.0,,,10.778977394104004,2.0,0.0,0.0,0.0,2017.0,0.19139741361141205
85.0,4,7,14,0.5,0.0,1.0,0.0,4.0,1.0,16.0,1.0,0.0,1.0,6.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.512935638427734,4.0,0.0,1.0,1.0,2017.0,1.3520634174346924
86.0,4,7,17,,,,,2.0,1.0,6.0,1.0,0.0,1.0,6.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,,,9.90353775024414,5.0,,,1.0,2017.0,0.4221976697444916
88.0,4,7,21,,,,,5.0,1.0,16.0,1.0,0.0,1.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,10.819798469543457,5.0,,,0.0,2017.0,0.6674789786338806
89.0,4,7,21,0.5,0.0,1.0,0.0,2.0,0.0,12.0,,1.0,1.0,,3.0,2.0,4.0,1.0,0.0,1.0,4.0,,,,2.0,1.0,1.0,1.0,2017.0,0.3827948272228241
90.0,4,7,14,,,,,4.0,1.0,16.0,2.0,0.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.156265258789062,5.0,,,0.0,2017.0,1.3520634174346924
91.0,4,7,19,,,,,6.0,0.0,15.0,2.0,0.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,,11.695255279541016,5.0,,,0.0,2017.0,2.73530912399292
92.0,4,7,21,1.0,1.0,1.0,1.0,4.0,0.0,15.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,1.0,0.0,2017.0,1.4616329669952393
93.0,4,7,16,0.699999988079071,1.0,1.0,1.0,4.0,0.0,16.0,2.0,0.0,1.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,11.918396949768066,5.0,1.0,1.0,0.0,2017.0,2.4360549449920654
96.0,4,7,14,,,,,3.0,0.0,15.0,2.0,0.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,,,0.0,4.0,,,0.0,2017.0,1.1529812812805176
97.0,4,7,16,,,,,6.0,1.0,15.0,2.0,0.0,1.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,,,0.0,5.0,,,0.0,2017.0,2.002436637878418
99.0,4,7,14,1.0,1.0,1.0,1.0,2.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,,9.210440635681152,5.0,1.0,0.0,1.0,2017.0,0.4221976697444916
100.0,4,7,15,0.5,0.0,1.0,0.0,5.0,1.0,9.0,,0.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,,,0.0,4.0,0.0,1.0,0.0,2017.0,1.4523051977157593
101.0,4,7,20,,,,,2.0,1.0,12.0,2.0,0.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,,,10.915106773376465,1.0,,,1.0,2017.0,0.2110988348722458
102.0,4,7,20,,,,,5.0,1.0,16.0,2.0,0.0,1.0,6.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,,13.815511703491211,4.0,,,0.0,2017.0,0.45068782567977905
104.0,4,7,18,0.8999999761581421,1.0,1.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,,9.210440635681152,4.0,0.0,1.0,0.0,2017.0,0.8443953394889832
106.0,4,7,20,,,,,4.0,0.0,19.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,12.206077575683594,5.0,,,0.0,2017.0,2.4360549449920654
108.0,4,7,135,,,,,4.0,1.0,16.0,2.0,0.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,10.819798469543457,5.0,,,1.0,2017.0,0.9013756513595581
110.0,4,7,14,0.800000011920929,1.0,1.0,1.0,5.0,0.0,9.0,1.0,0.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.156265258789062,5.0,0.0,1.0,0.0,2017.0,1.295120120048523
111.0,4,7,20,,,,,5.0,0.0,15.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,1.0,10.126670837402344,5.0,,,1.0,2017.0,0.974422037601471
112.0,4,7,22,1.0,1.0,1.0,1.0,6.0,0.0,16.0,2.0,0.0,1.0,7.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,,,0.0,5.0,0.0,1.0,0.0,2017.0,1.8235396146774292
113.0,4,7,19,,,,,4.0,1.0,16.0,2.0,0.0,1.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,11.512935638427734,4.0,,,0.0,2017.0,1.2876229286193848
114.0,4,7,16,0.699999988079071,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,,,10.308985710144043,1.0,0.0,1.0,1.0,2017.0,0.4221976697444916
115.0,4,7,21,,,,,5.0,0.0,15.0,1.0,0.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,11.918396949768066,5.0,,,0.0,2017.0,0.974422037601471
116.0,4,7,15,,,,,1.0,0.0,6.0,1.0,0.0,1.0,6.0,2.0,4.0,5.0,1.0,0.0,1.0,4.0,,,10.596659660339355,1.0,,,1.0,2017.0,0.7655896544456482
117.0,4,7,17,,,,,4.0,0.0,12.0,2.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,,13.815511703491211,4.0,,,0.0,2017.0,1.0436021089553833
119.0,4,7,21,,,,,2.0,1.0,12.0,2.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,,,10.085850715637207,4.0,,,1.0,2017.0,0.4221976697444916
123.0,4,7,21,,,,,5.0,0.0,12.0,2.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,12.611540794372559,5.0,,,0.0,2017.0,1.295120120048523
124.0,4,7,18,0.4000000059604645,0.0,0.0,0.0,3.0,0.0,9.0,2.0,1.0,1.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,10.085850715637207,4.0,0.0,1.0,1.0,2017.0,1.0436021089553833
126.0,4,7,20,,,,,2.0,1.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,10.616461753845215,1.0,,,0.0,2017.0,0.4221976697444916
127.0,4,7,19,,,,,1.0,1.0,9.0,2.0,0.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,,,10.46313190460205,1.0,,,1.0,2017.0,0.4221976697444916
128.0,4,7,14,,,,,1.0,1.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,,,10.596659660339355,1.0,,,1.0,2017.0,0.4221976697444916
131.0,4,7,21,,,,,1.0,0.0,15.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,,,11.350418090820312,4.0,,,1.0,2017.0,0.6183629631996155
132.0,4,7,18,0.800000011920929,1.0,1.0,1.0,5.0,0.0,16.0,2.0,1.0,1.0,8.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,0.0,,13.592368125915527,5.0,0.0,0.0,0.0,2017.0,3.6470792293548584
133.0,4,7,16,,,,,3.0,0.0,16.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.002116203308105,4.0,,,0.0,2017.0,1.1529812812805176
134.0,4,7,21,0.20000000298023224,0.0,0.0,0.0,2.0,1.0,9.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,,,10.404293060302734,4.0,0.0,1.0,1.0,2017.0,0.4221976697444916
135.0,4,7,16,1.0,1.0,1.0,1.0,6.0,1.0,16.0,2.0,0.0,1.0,7.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,11.918396949768066,4.0,1.0,1.0,0.0,2017.0,2.6699159145355225
136.0,4,7,135,,,,,6.0,1.0,12.0,2.0,0.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,11.002116203308105,5.0,,,1.0,2017.0,1.7465373277664185
137.0,4,7,17,,,,,3.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,,,0.0,2.0,,,0.0,2017.0,1.3481981754302979
138.0,4,7,21,,,,,1.0,0.0,9.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,0.0,1.0,4.0,,,11.472113609313965,1.0,,,1.0,2017.0,0.19139741361141205
139.0,4,7,18,,,,,6.0,1.0,16.0,1.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,1.0,4.0,,,,5.0,,,0.0,2017.0,2.002436637878418
140.0,4,7,18,,,,,6.0,0.0,12.0,1.0,0.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,11.289793968200684,5.0,,,1.0,2017.0,0.7242292165756226
142.0,4,7,17,0.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,,,10.308985710144043,4.0,0.0,1.0,1.0,2017.0,0.4317067265510559
143.0,4,7,20,,,,,5.0,1.0,16.0,1.0,0.0,1.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,11.156265258789062,5.0,,,0.0,2017.0,1.3520634174346924
144.0,4,7,16,,,,,1.0,0.0,6.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,,,11.695255279541016,1.0,,,0.0,2017.0,0.3827948272228241
145.0,4,7,16,,,,,5.0,1.0,15.0,2.0,0.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,10.819798469543457,5.0,,,1.0,2017.0,1.8027513027191162
146.0,4,7,20,0.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2017.0,0.5392792820930481
147.0,4,7,20,,,,,2.0,0.0,9.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,,,8.294300079345703,2.0,,,0.0,2017.0,0.9569870829582214
149.0,4,7,18,,,,,2.0,1.0,9.0,1.0,0.0,1.0,6.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,,,0.0,1.0,,,1.0,2017.0,1.0554941892623901
150.0,4,7,18,,,,,5.0,1.0,15.0,2.0,0.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,11.289793968200684,5.0,,,1.0,2017.0,1.8027513027191162
151.0,4,7,135,1.0,1.0,1.0,1.0,2.0,0.0,12.0,2.0,0.0,1.0,7.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,,,7.447168350219727,2.0,0.0,0.0,0.0,2017.0,0.3827948272228241
155.0,4,7,20,,,,,5.0,1.0,16.0,2.0,0.0,1.0,6.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,11.736077308654785,5.0,,,0.0,2017.0,2.25343918800354
156.0,4,7,135,,,,,4.0,1.0,16.0,2.0,1.0,1.0,7.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,11.002116203308105,5.0,,,0.0,2017.0,1.3520634174346924
159.0,4,7,20,0.6000000238418579,1.0,1.0,0.0,4.0,0.0,9.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,11.289793968200684,4.0,1.0,0.0,0.0,2017.0,1.295120120048523
160.0,4,7,15,,,,,5.0,1.0,15.0,2.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,,,0.0,5.0,,,1.0,2017.0,1.8027513027191162
162.0,4,7,22,,,,,2.0,0.0,9.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,10.46313190460205,5.0,,,0.0,2017.0,0.19139741361141205
163.0,4,7,21,,,,,1.0,1.0,16.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,,,11.512935638427734,5.0,,,0.0,2017.0,0.7859489321708679
164.0,4,7,21,,,,,5.0,1.0,19.0,2.0,0.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,12.206077575683594,5.0,,,0.0,2017.0,1.3520634174346924
166.0,4,7,21,,,,,1.0,1.0,9.0,,0.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,,,10.491301536560059,1.0,,,0.0,2017.0,0.4221976697444916
167.0,4,7,20,,,,,4.0,0.0,15.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,10.819798469543457,4.0,,,0.0,2017.0,1.948844075202942
168.0,4,7,20,,,,,1.0,0.0,12.0,2.0,0.0,1.0,6.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,,,10.819798469543457,1.0,,,1.0,2017.0,0.3827948272228241
169.0,4,7,15,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,0.0,1.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,11.918396949768066,5.0,1.0,0.0,0.0,2017.0,0.9013756513595581
170.0,4,7,14,,,,,4.0,1.0,12.0,1.0,0.0,1.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,,,10.819798469543457,5.0,,,0.0,2017.0,1.1618441343307495
171.0,4,7,19,,,,,4.0,1.0,16.0,,0.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,,11.512935638427734,5.0,,,0.0,2017.0,0.45068782567977905
174.0,4,7,15,,,,,3.0,1.0,15.0,2.0,0.0,1.0,6.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,,,12.206077575683594,4.0,,,1.0,2017.0,1.2876229286193848
